Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
2006-03,4.33,46.9,54.9,63
2006-04,3.08,52.4,60.1,67.8
2006-05,0.52,59.2,66.4,73.6
2006-06,0,63.5,73,82.6
2006-07,0,69.5,79.6,89.7
2006-08,0,65.2,74.7,84.1
2006-09,0,63.4,73.7,84
2006-10,0.17,58.7,68.8,79
2006-11,0.11,55.5,66.2,76.8
2006-12,0.71,47,58.6,70.3
2007-01,0.33,45.8,56.6,67.3
2007-02,1.51,50.5,60.2,69.8
2007-03,0.02,52.4,62.3,72.2
2007-04,0.73,53.9,62.3,70.8
2007-05,0,56.6,65,73.3
2007-06,0,59.9,68.5,77.1
2007-07,0,65,74,83
2007-08,0,65.5,75.1,84.6
2007-09,0.6,62.4,71.8,81.2
2007-10,0.51,57.4,68.3,79.2
2007-11,0.03,53.6,62.5,71.5
2007-12,2.43,46.1,55.4,64.6
2008-01,7.22,46.1,55.1,64.1
2008-02,1.71,47.4,57,66.7
2008-03,0,51.6,61.8,72
2008-04,0.03,53.9,64.4,74.8
2008-05,0.01,57.1,65.5,73.9
2008-06,0,61.7,71.1,80.5
2008-07,0,64.5,73.4,82.2
2008-08,0,65.5,74.9,84.2
2008-09,0,63.9,73.2,82.4
2008-10,0,59.4,72.3,85.2
2008-11,1.86,55.9,66.7,77.4
2008-12,2.9,47.8,56.6,65.3
2009-01,0.52,50.1,61.6,73.1
2009-02,4.57,48.5,57.4,66.3
2009-03,0.41,51,60.1,69.2
2009-04,0.01,53.3,62.9,72.4
2009-05,0,59,67.1,75.1
2009-06,0.1,60.5,67.2,73.9
2009-07,0,63.6,73.5,83.4
2009-08,0,63.8,73.7,83.6
2009-09,0,65.7,76.1,86.6
2009-10,1.68,58.7,68,77.4
2009-11,0,52.2,63.4,74.5
2009-12,3.13,47.7,56.7,65.7
2010-01,6.13,49.8,59.3,68.8
2010-02,4.79,50.2,58.9,67.6
2010-03,0.73,51.9,61.8,71.7
2010-04,1.33,52.4,60.9,69.4
2010-05,0.12,56.1,64.5,72.9
2010-06,0,61.7,69.2,76.7
2010-07,0,63.6,71.2,78.7
2010-08,0,62.7,72.8,82.8
2010-09,0,62.4,72.9,83.5
2010-10,1.49,61.8,69.2,76.7
2010-11,0.92,50.8,61.1,71.5
2010-12,11.46,49.5,57.9,66.3
2011-01,0.78,48,58.8,69.5
2011-02,2.9,45.7,55.1,64.5
2011-03,4.66,49.9,58.7,67.5
2011-04,0,55.1,63.9,72.7
2011-05,0.48,55.5,64.5,73.5
2011-06,0.07,58.7,66.4,74.1
2011-07,0,63.2,71.9,80.6
2011-08,0,62.5,72.2,81.9
2011-09,0,61.6,70.4,79.3
2011-10,1.11,57.5,67.2,77
2011-11,1.92,50.6,59.9,69.2
2011-12,0.97,43.7,54.5,65.4
2012-01,1.15,47,59,71
2012-02,0.24,47.9,57.6,67.3
2012-03,1.84,48.6,57.8,66.9
2012-04,1.99,52.2,62.2,72.3
2012-05,0.02,57.5,65.1,72.8
2012-06,0,60,67.8,75.5
2012-07,0.03,61.4,70.5,79.5
2012-08,0.03,66.6,76.5,86.3
2012-09,0,65.7,76.1,86.6
2012-10,0.19,60.9,71.2,81.6
2012-11,0.68,52.9,62.8,72.7
2012-12,2.67,48.8,56.4,63.9
2013-01,0.98,44.7,55.8,66.9
2013-02,0.23,46.2,56.8,67.4
2013-03,0.9,52,61.7,71.3
2013-04,0,55.2,63.7,72.3
2013-05,0.5,59.8,67.9,76.1
2013-06,0,62.2,69.8,77.3
2013-07,0,64.1,72.7,81.4
2013-08,0,62.7,72.1,81.5
2013-09,0,63.7,73.7,83.7
2013-10,0.02,56.9,67,77.1
2013-11,0.53,54,64.1,74.3
2013-12,0.43,46.6,58.6,70.6
2014-01,0,49.9,62.2,74.5
2014-02,1.89,51.5,60.8,70.1
2014-03,2.01,54.6,63.4,72.1
2014-04,0.34,54.9,64.3,73.8
2014-05,0,60.7,70.4,80.2
2014-06,0,61.2,69.1,76.9
2014-07,0,66.2,74.8,83.5
2014-08,0.06,65.5,75,84.5
2014-09,0.05,66.7,76.3,85.9
2014-10,0.01,62.5,72.8,83.1
2014-11,0.42,55.3,65.9,76.5
2014-12,3.99,51,59.2,67.4
2015-01,1.17,50.4,61.1,71.9
2015-02,0.53,53.5,63.8,74
2015-03,0.74,56.7,67.4,78.2
2015-04,0.21,55.5,65.3,75
2015-05,0.81,56.6,64.1,71.6
2015-06,0.02,61.6,70.2,78.7
2015-07,0.43,65.6,73.6,81.6
2015-08,0,67.2,76.7,86.3
2015-09,1.89,68.4,78.1,87.8
2015-10,0.3,65.9,75.4,84.9
2015-11,0.06,51.1,62.6,74.1
2015-12,0.88,46.5,56.7,66.9
2016-01,2.53,48.5,57.2,65.8
2016-02,1.14,51.9,64.4,76.9
2016-03,1.87,53.7,62.8,71.9
2016-04,0.27,56.6,66.2,75.8
2016-05,0.19,57.9,64.7,71.5
2016-06,0,62.1,70.9,79.7
2016-07,0,65.5,74.8,84.1
2016-08,0,64.4,73.5,82.6
2016-09,0,63.7,73.3,82.8
2016-10,0.36,60.2,70.1,79.9
2016-11,1.12,54.4,65.4,76.5
2016-12,4.11,49.1,58,66.9
2017-01,7.95,48,56,64
2017-02,4.37,52.1,59.1,66.2
2017-03,0.26,53.3,64.3,75.4
2017-04,0.06,56.8,67,77.2
2017-05,0.35,57.9,66.7,75.5
2017-06,0.02,62.1,70.8,79.4
2017-07,0,66.4,75.9,85.3
2017-08,0,67.1,75.7,84.4
2017-09,0.05,65.7,75.1,84.5
2017-10,0.07,62.6,73.9,85.2
2017-11,0.05,56.5,66,75.5
2017-12,0,48.2,61.1,73.9
2018-01,1.86,51.2,61.8,72.5
2018-02,0.37,48.8,59.5,70.1
2018-03,3.92,51.1,59.5,67.9
2018-04,0.06,54.6,64.2,73.8
2018-05,0.1,57.5,64.6,71.6
2018-06,0,61.2,69.6,78
2018-07,0,69,78.3,87.6
2018-08,0,68.8,78,87.3
2018-09,0,64.4,73.1,81.8
2018-10,0.39,61.3,70.5,79.7
2018-11,1.65,54.4,65.1,75.9
2018-12,2.07,49.6,58.8,68.1
2019-01,5,49,57.9,66.7
2019-02,7.87,45.9,53.5,61
2019-03,2.3,52.1,60.3,68.4
2019-04,0.03,56.4,65.1,73.8
2019-05,1.05,56.3,63,69.6
2019-06,0.06,62,68.8,75.6
2019-07,0,65,74.1,83.1
2019-08,0,65.2,75,84.8
2019-09,0.05,66.7,76,85.3
2019-10,0,59.5,71.3,83.1
2019-11,1.91,53.6,64.4,75.1
2019-12,4.79,49.5,57.9,66.2
2020-01,0.31,49.8,59.6,69.3
2020-02,0.27,51.1,61.6,72.1
2020-03,4.41,52.6,59.9,67.2
2020-04,3.26,57.4,65.6,73.9
2020-05,0.22,60.8,69.9,79
2020-06,0,62.6,71,79.4
2020-07,0,62.4,71.8,81.3
2020-08,0,66.3,76.5,86.8
2020-09,0,65,75.3,85.6
2020-10,0,63,73.1,83.2
2020-11,0.06,51.7,62.3,72.9
2020-12,1.6,49,59.8,70.6
2021-01,2.37,48.5,58.6,68.8
2021-02,0.05,50.1,59.8,69.5
2021-03,1.23,49.2,58.4,67.7
2021-04,0.02,55,63.8,72.7
2021-05,0.03,58.5,65.7,72.8
2021-06,0,62,70.5,78.9
2021-07,0.06,65.8,74.4,83
2021-08,0,64.9,74.1,83.3
2021-09,0,61.9,71.1,80.2
2021-10,0.82,56.5,66.7,76.8
2021-11,0,54.5,64.3,74.1
2021-12,8.57,47,54.3,61.6
2022-01,0.09,49.2,58.8,68.5
2022-02,0.03,48.3,59.4,70.4
2022-03,1.33,51.8,61.6,71.4
2022-04,0.43,55,64.1,73.2
2022-05,0,56.6,64.6,72.7
2022-06,0.05,61.7,70.8,79.9
2022-07,0,62.7,72.1,81.5
2022-08,0,65.5,75.2,84.8
2022-09,0.27,68.5,77.8,87.2
2022-10,0.11,61,69.1,77.3
2022-11,1.8,49.9,60.2,70.5
2022-12,2.74,48.7,56.9,65.1
2023-01,9.9,47.5,55,62.5
